Unique_ID,City,Latitude,Longitude,Country
660,Bandar Lampung,-5.45,105.2667,Indonesia
661,Raleigh,35.8324,-78.6429,United States
662,Lianyuan,27.692,111.664,China
663,Rongcheng,29.8402,112.9048,China
664,Dhanbad,23.7998,86.4305,India
665,Nay Pyi Taw,19.7475,96.115,Burma
666,Aba,5.1167,7.3667,Nigeria
667,Kaiyuan,36.0193,113.86,China
668,Zhuji,29.7167,120.2333,China
669,Kerala,22.3,73.2,India
670,Edmonton,53.5344,-113.4903,Canada
671,Leiyang,26.4223,112.8598,China
672,Ulsan,35.55,129.3167,"Korea, South"
673,Yichun,47.728,128.841,China
674,Benin City,6.3333,5.6222,Nigeria
675,Bujumbura,-3.3833,29.3667,Burundi
676,Guyuan,36.01,106.257,China
677,Xiantao,30.328,113.443,China
678,Rostov,47.2225,39.71,Russia
679,Maputo,-25.9667,32.5833,Mozambique
680,Bukavu,-2.5,28.8667,Congo (Kinshasa)
681,Amritsar,31.64,74.86,India
682,Shagamu,6.8333,3.65,Nigeria
683,Yingchuan,34.1511,113.4733,China
684,Aligarh,27.88,78.08,India
685,Santo Domingo,18.4667,-69.95,Dominican Republic
686,Bogor,-6.5966,106.7972,Indonesia
687,Bishkek,42.8747,74.6122,Kyrgyzstan
688,Tbilisi,41.7225,44.7925,Georgia
689,Guwahati,26.1722,91.7458,India
690,Ufa,54.7261,55.9475,Russia
691,Fes,34.0433,-5.0033,Morocco
692,Mwanza,-2.5167,32.9,Tanzania
693,Bien Hoa,10.95,106.8167,Vietnam
694,Mexicali,32.6633,-115.4678,Mexico
695,Sevilla,37.39,-5.99,Spain
696,Ikare,7.5167,5.75,Nigeria
697,Dongtai,32.795,120.519,China
698,Kerala,22.3,73.2,India
699,Xibeijie,39.7334,98.4943,China
700,Tamale,9.4075,-0.8533,Ghana
701,Yuyao,30.05,121.15,China
702,Hanchuan,30.652,113.8274,China
703,Gongzhuling,43.5053,124.8224,China
704,N'Djamena,12.11,15.05,Chad
705,Ubungo,-6.7889,39.2056,Tanzania
706,Cologne,50.9364,6.9528,Germany
707,Kerala,22.3,73.2,India
708,Zhufeng,36,119.4167,China
709,Ezhou,30.3914,114.8949,China
710,Astana,51.1472,71.4222,Kazakhstan
711,Nezahualcoyotl,19.4081,-99.0186,Mexico
712,Nouakchott,18.0858,-15.9785,Mauritania
713,Haora,22.58,88.3294,India
714,Tongjin,37.2333,127.2,"Korea, South"
715,Xiashi,30.5333,120.6833,China
716,Yerevan,40.1814,44.5144,Armenia
717,Ranchi,23.36,85.33,India
718,Richmond,37.5295,-77.4756,United States
719,Ciudad Nezahualcoyotl,19.4006,-99.0148,Mexico
720,Gwalior,26.2124,78.1772,India
721,Ottawa,45.4247,-75.695,Canada
722,Zhongwei,37.5002,105.1968,China
723,Oslo,59.9133,10.7389,Norway
724,Goyang,37.65,126.8,"Korea, South"
725,Sendai,38.2682,140.8694,Japan
726,Mizhou,35.99,119.3801,China
727,Xishan,27.6461,113.497,China
728,Barquisimeto,10.0636,-69.3347,Venezuela
729,Hegang,47.3501,130.298,China
730,Chandigarh,30.75,76.78,India
731,Voronezh,51.6717,39.2106,Russia
732,Managua,12.1364,-86.2514,Nicaragua
733,Haldwani,29.22,79.52,India
734,Vijayawada,16.5193,80.6305,India
735,Perm,58,56.3167,Russia
736,Fangchenggang,21.6867,108.3547,China
737,Jiancheng,30.3931,104.5465,China
738,Cazenga,-8.8214,13.2911,Angola
739,Kisangani,0.5167,25.2,Congo (Kinshasa)
740,Shouguang,36.857,118.791,China
741,Memphis,35.1087,-89.9663,United States
742,Sao Luis,-2.5283,-44.3044,Brazil
743,Jodhpur,26.28,73.02,India
744,Matola,-25.9667,32.4667,Mozambique
745,Ogbomoso,8.1333,4.25,Nigeria
746,Sanya,18.2533,109.5036,China
747,Rangapukur,25.56,89.25,Bangladesh
748,Ashgabat,37.9375,58.38,Turkmenistan
749,Wutong,30.6333,120.5333,China
750,Linhai,28.85,121.1167,China
751,Denizli,37.7833,29.0964,Turkey
752,Niamey,13.515,2.1175,Niger
753,Shubra al Khaymah,30.1286,31.2422,Egypt
754,San Cristobal,7.7667,-72.2333,Venezuela
755,Zhongxiang,31.169,112.5853,China
756,Monrovia,6.3133,-10.8014,Liberia
757,San Cristobal,7.7667,-72.2333,Venezuela
758,Islamabad,33.6931,73.0639,Pakistan
759,Xinyi,22.3549,110.9468,China
760,Thu Duc,10.8266,106.7609,Vietnam
761,Morelia,19.7683,-101.1894,Mexico
762,Odesa,46.4775,30.7326,Ukraine
763,Raipur,21.2444,81.6306,India
764,Changwon,35.2708,128.6631,"Korea, South"
765,Arequipa,-16.4,-71.5333,Peru
766,Volgograd,48.7086,44.5147,Russia
767,Zaoyang,32.129,112.772,China
768,Xingyi,25.092,104.8955,China
769,Shuizhai,33.4433,114.8994,China
770,Kota,25.18,75.83,India
771,Quetta,30.1833,67,Pakistan
772,Quang Ha,15.9333,108.2667,Vietnam
773,San Cristobal,7.7667,-72.2333,Venezuela
774,Bareilly,28.364,79.415,India
775,Oklahoma City,35.4676,-97.5136,United States
776,Bordeaux,44.84,-0.58,France
777,Xingcheng,24.1347,115.73,China
778,Taixing,32.159,120.029,China
779,Xinhualu,34.3964,113.7402,China
780,Lilongwe,-13.9833,33.7833,Malawi
781,Port-au-Prince,18.5333,-72.3333,Haiti
782,Yingcheng,24.21,113.401,China
783,Al Mijlad,11.0339,27.74,Sudan
784,Luocheng,22.7689,111.5697,China
785,Pekanbaru,0.5092,101.4453,Indonesia
786,Natal,-6.9838,-60.2699,Brazil
787,Chiba,35.6073,140.1064,Japan
788,Kirkuk,35.4667,44.3167,Iraq
789,Hartford,41.7661,-72.6834,United States
790,Huilong,31.87,121.703,China
791,Wuchuan,21.441,110.779,China
792,Dnipro,48.4675,35.04,Ukraine
793,Narayanganj,23.62,90.5,Bangladesh
794,Gqeberha,-33.9581,25.6,South Africa
795,Malaga,36.7194,-4.42,Spain
796,Marrakech,31.63,-8.0089,Morocco
797,Cebu City,10.32,123.75,Philippines
798,Louisville,38.1663,-85.6485,United States
799,Asmara,15.3228,38.925,Eritrea
800,Coimbatore,11.0167,76.9556,India
801,Maceio,-9.6658,-35.735,Brazil
802,Nada,19.5209,109.5808,China
803,Dnipro,48.4675,35.04,Ukraine
804,Teresina,-5.0949,-42.8042,Brazil
805,Solapur,17.68,75.92,India
806,Freetown,8.4844,-13.2344,Sierra Leone
807,Santo Domingo Este,18.4855,-69.8734,Dominican Republic
808,Krasnodar,45.0333,38.9667,Russia
809,Vientiane,17.98,102.63,Laos
810,Tangier,35.7767,-5.8039,Morocco
811,Anqiu,36.478,119.219,China
812,Kermanshah,34.3325,47.0933,Iran
813,Feicheng,36.1861,116.7719,China
814,Kibanseke Premiere,-4.4419,15.395,Congo (Kinshasa)
815,Seberang Jaya,5.4083,100.3695,Malaysia
816,Buffalo,42.9018,-78.8487,United States
817,Hubli,15.3502,75.1376,India
818,El Alto,-16.5047,-68.1633,Bolivia
819,Cankaya,39.9244,32.8856,Turkey
820,Hwasu-dong,37.1997,126.8314,"Korea, South"
821,Setagaya,35.6466,139.6532,Japan
822,Kecioren,40,32.8667,Turkey
823,Jerusalem,31.7789,35.2256,Israel
824,Khartoum North,15.6333,32.6333,Sudan
825,Meishan,34.1736,112.839,China
826,Mushin,6.5333,3.35,Nigeria
827,Trujillo,-8.112,-79.0288,Peru
828,Kitakyushu,33.8833,130.8833,Japan
829,Aguascalientes,21.876,-102.296,Mexico
830,New Orleans,30.0687,-89.9288,United States
831,Fort Worth,32.7817,-97.3474,United States
832,Taihe,30.8706,105.3784,China
833,Riga,56.9489,24.1064,Latvia
834,Xin'an,34.286,118.355,China
835,Dnipro,48.4675,35.04,Ukraine
836,Kashgar,39.4681,75.9938,China
837,Songnam,37.4333,127.15,"Korea, South"
838,Trichinopoly,10.7903,78.7047,India
839,Cartagena,10.4,-75.5,Colombia
840,Qingzhou,36.6853,118.4796,China
841,Naples,40.8333,14.25,Italy
842,Santiago del Estero,-27.7833,-64.2667,Argentina
843,Naucalpan de Juarez,19.4753,-99.2378,Mexico
844,Daye,30.0961,114.9804,China
845,Hengzhou,22.6799,109.2614,China
846,Padang,-0.95,100.3531,Indonesia
847,Bridgeport,41.1918,-73.1954,United States
848,Owerri,5.485,7.035,Nigeria
849,Zhuanghe,39.681,122.967,China
850,Bobo-Dioulasso,11.1833,-4.2833,Burkina Faso
851,Ad Dammam,26.4333,50.1,Saudi Arabia
852,Quzhou,28.9702,118.8593,China
853,Donetsk,48.0028,37.8053,Ukraine
854,Ashmun,30.2941,31.0342,Egypt
855,Bunia,1.5667,30.25,Congo (Kinshasa)
856,Dnipro,48.4675,35.04,Ukraine
857,Campo Grande,-20.4839,-54.615,Brazil
858,Wuchang,44.924,127.158,China
859,Sao Goncalo,-22.8269,-43.0539,Brazil
860,Bucaramanga,7.1333,-73,Colombia
861,Merida,20.97,-89.62,Mexico
862,Yangchun,22.1704,111.7916,China
863,Osmangazi,40.1983,29.06,Turkey
864,Esenyurt,41.0342,28.68,Turkey
865,Moradabad,28.8319,78.7764,India
866,Bangui,4.3733,18.5628,Central African Republic
867,Abeokuta,7.1608,3.3483,Nigeria
868,Cancun,21.1606,-86.8475,Mexico
869,Antipolo,14.5842,121.1763,Philippines
870,Dengtalu,36.1386,114.1066,China
871,Taguig City,14.52,121.05,Philippines
872,Tabuk,28.3972,36.5789,Saudi Arabia
873,Zhoushan,29.9856,122.2074,China
874,Tucson,32.1541,-110.8787,United States
875,As Sulaymaniyah,35.5572,45.4356,Iraq
876,Chihuahua,28.6369,-106.0769,Mexico
877,Klang,3.0333,101.45,Malaysia
878,Tiruppur,11.1085,77.3411,India
879,Gurgaon,28.456,77.029,India
880,Ar Ramadi,33.4258,43.2992,Iraq
881,Hai'an,32.535,120.563,China
882,Laiyang,36.9758,120.7136,China
883,Barinas,8.6333,-70.2,Venezuela
884,Jalandhar,31.2569,75.4432,India
885,Marseille,43.2964,5.37,France
886,Kaifeng Chengguanzhen,34.8519,114.3481,China
887,Eskisehir,39.7767,30.5206,Turkey
888,Gaomi,36.3833,119.75,China
889,Lhasa,29.6534,91.1719,China
890,Ipoh,4.5972,101.075,Malaysia
891,El Paso,31.8476,-106.43,United States
892,Saltillo,25.4231,-100.9919,Mexico
893,Dushanbe,38.5367,68.78,Tajikistan
894,Ikeja,6.6,3.35,Nigeria
895,El Dorado,24.808,-107.397,Mexico
896,Cochabamba,-17.3883,-66.1597,Bolivia
897,Portsmouth,50.8058,-1.0872,United Kingdom
898,Tyumen,57.15,65.5333,Russia
899,Southampton,50.9025,-1.4042,United Kingdom
900,Hermosillo,29.0989,-110.9542,Mexico
901,Dnipro,48.4675,35.04,Ukraine
902,Leping,28.978,117.152,China
903,Cheongju,36.6333,127.4833,"Korea, South"
904,Shache,38.4261,77.25,China
905,Sale,34.0333,-6.8,Morocco
906,Hailun,47.4667,126.9667,China
907,Macheng,31.173,115.008,China
908,Akure,7.25,5.195,Nigeria
909,Ilorin,8.5,4.55,Nigeria
910,Erbil,36.1912,44.0092,Iraq
911,Kathmandu,27.71,85.32,Nepal
912,Saratov,51.5333,46.0167,Russia
913,Iguacu,-22.74,-43.47,Brazil
914,Zijinglu,34.7667,112.9667,China
915,Turin,45.0792,7.6761,Italy
916,Yuci,37.6823,112.7281,China
917,Dehui,44.535,125.703,China
918,Pietermaritzburg,-29.6167,30.3833,South Africa
919,Durban,-29.8833,31.05,South Africa
920,Bhubaneshwar,20.2644,85.8281,India
921,Denpasar,-8.65,115.2167,Indonesia
922,Tongchuan,34.897,108.945,China
923,Joao Pessoa,-7.12,-34.88,Brazil
924,Samarinda,-0.5,117.1378,Indonesia
925,Chengxiang,31.564,121.174,China
926,Rongjiawan,29.1409,113.1087,China
927,Weichanglu,37.1792,119.9333,China
928,Sakai,34.5733,135.4831,Japan
929,Renqiu,38.686,116.084,China
930,Omaha,41.2627,-96.0529,United States
931,Xindi,29.827,113.476,China
932,Wu'an,36.697,114.204,China
933,Dnipro,48.4675,35.04,Ukraine
934,Gaoyou,32.7847,119.4432,China
935,Sao Bernardo do Campo,-23.7,-46.55,Brazil
936,Yiyang,26.4221,112.3999,China
937,Dnipro,48.4675,35.04,Ukraine
938,Dnipro,48.4675,35.04,Ukraine
939,Bhayandar,19.29,72.85,India
940,Androtsy,-24.1,46.3,Madagascar
941,Culiacan,24.8069,-107.3939,Mexico
942,Cucuta,7.8942,-72.5039,Colombia
943,Danyang,32,119.586,China
944,Dongyang,29.2667,120.2167,China
945,Krakow,50.0614,19.9372,Poland
946,Pasig City,14.5605,121.0765,Philippines
947,Thessaloniki,40.6403,22.9347,Greece
948,Queretaro,20.5875,-100.3928,Mexico
949,Palermo,2.8917,-75.4375,Colombia
950,Xigaze,29.25,88.8833,China
951,Qamdo,31.143,97.17,China
952,McAllen,26.2252,-98.2467,United States
953,Libreville,0.3903,9.4542,Gabon
954,Seyhan,36.9831,35.3328,Turkey
955,San Pedro Sula,15.5,-88.0333,Honduras
956,Hempstead,40.6629,-73.6089,United States
957,Hempstead,40.6629,-73.6089,United States
958,Leeds,53.7975,-1.5436,United Kingdom
959,Hamamatsu,34.7108,137.7275,Japan
960,Pointe-Noire,-4.7975,11.8503,Congo (Brazzaville)
961,Xiangxiang,27.7186,112.5502,China
962,Birmingham,33.5279,-86.7971,United States
963,Chaohucun,31.6244,117.8902,China
964,Bucheon,37.5,126.7833,"Korea, South"
965,Lubango,-14.9167,13.5,Angola
966,Homs,34.7308,36.7094,Syria
967,Bilbao,43.2569,-2.9236,Spain
968,Zouping,36.863,117.743,China
969,Frankfurt,50.1106,8.6822,Germany
970,San Luis Potosi,22.1511,-100.9761,Mexico
971,Dali,25.6065,100.2676,China
972,Fuyang,30.0553,119.95,China
973,Khujand,40.2833,69.6333,Tajikistan
974,Korla,41.7259,86.1746,China
975,Albuquerque,35.1054,-106.6465,United States
976,Hamhung,39.9167,127.5333,"Korea, North"
977,Erzurum,39.9086,41.2769,Turkey
978,Zagreb,45.8131,15.9775,Croatia
979,Al `Ayn,24.2075,55.7447,United Arab Emirates
980,Songzi,30.174,111.757,China
981,Patiala,30.34,76.38,India
982,Laixi,36.8667,120.5333,China
983,Zhongba,31.771,104.755,China
984,Bahawalpur,29.3956,71.6836,Pakistan
985,Qingnian,36.8494,115.7061,China
986,Kaduna,10.5167,7.4333,Nigeria
987,Winnipeg,49.8844,-97.1464,Canada
988,Trabzon,41.005,39.7225,Turkey
989,Guangshui,31.617,113.826,China
990,Baardheere,2.3333,42.2833,Somalia
991,Shishgarh,28.72,79.32,India
992,Nerima,35.7356,139.6517,Japan
993,Sizhan,38.9846,106.3828,China
994,Ciudad Guayana,8.3667,-62.65,Venezuela
995,Natal,-5.7833,-35.2,Brazil
996,Lichuan,30.291,108.9364,China
997,Licheng,31.4306,119.4788,China
998,Santo Andre,-23.6572,-46.5333,Brazil
999,Ota-ku,35.5614,139.7161,Japan
1000,Gaalkacyo,6.7697,47.4308,Somalia
1001,Thiruvananthapuram,8.5241,76.9366,India
1002,Osasco,-23.5328,-46.7919,Brazil
1003,Nampula,-15.1167,39.2667,Mozambique
1004,Pretoria,-25.7461,28.1881,South Africa
1005,Kyaukse,21.6131,96.1303,Burma
1006,Chengguan,35.4623,113.8054,China
1007,Nehe,48.4833,124.8833,China
1008,Cabinda,-5.56,12.19,Angola
1009,Kumamoto,32.8031,130.7078,Japan
1010,Kerman,30.2911,57.0678,Iran
1011,Zunhua,40.189,117.966,China
1012,Orumiyeh,37.5439,45.0647,Iran
1013,Wugang,26.7266,110.6319,China
1014,Bagcilar,41.0344,28.8564,Turkey
1015,Quebec City,46.8139,-71.2081,Canada
1016,Shuangqiao,35.067,112.602,China
1017,Umraniye,41.0311,29.1081,Turkey
1018,Yanggok,37.6333,127.2167,"Korea, South"
1019,Tshikapa,-6.4167,20.8,Congo (Kinshasa)
1020,Tulsa,36.1283,-95.9042,United States
1021,Osogbo,7.7667,4.5667,Nigeria
1022,Comodoro Rivadavia,-45.8647,-67.4808,Argentina
1023,Nottingham,52.9561,-1.1512,United Kingdom
1024,Hamilton,43.2567,-79.8692,Canada
1025,Langzhong,31.558,106.005,China
1026,Cagayan de Oro,8.48,124.65,Philippines
1027,Qian'an,39.999,118.701,China
1028,Fresno,36.783,-119.7939,United States
1029,An Najaf,32,44.33,Iraq
1030,Cencheng,22.9167,111,China
1031,Sorocaba,-23.5017,-47.4581,Brazil
1032,Guli,28.9,120.0333,China
1033,Sagamihara,35.5667,139.3667,Japan
1034,Pishbar,33.3886,59.9789,Iran
1035,Okayama,34.65,133.9167,Japan
1036,Anlu,31.2667,113.6667,China
1037,Concepcion,-36.8282,-73.0514,Chile
1038,Mississauga,43.6,-79.65,Canada
1039,Changsha,22.3773,112.6982,China
1040,Songyang,34.4553,113.0253,China
1041,Lviv,49.8425,24.0322,Ukraine
1042,Shihezi,44.3054,86.0804,China
1043,Vilnius,54.6872,25.28,Lithuania
1044,Marka,1.7133,44.7656,Somalia
1045,Enugu,6.4528,7.5111,Nigeria
1046,Valenzuela,14.7,120.98,Philippines
1047,Yatou,37.1653,122.4867,China
1048,Uberlandia,-18.9231,-48.2886,Brazil
1049,Xichang,27.8944,102.2644,China
1050,Zaporizhzhia,47.85,35.1175,Ukraine
1051,Bhiwandi,19.2967,73.0631,India
1052,George Town,5.4144,100.3292,Malaysia
1053,Bristol,51.4536,-2.5975,United Kingdom
1054,Charleston,32.8168,-79.9687,United States
1055,Saharanpur,29.964,77.546,India
1056,Dashiqiao,40.6167,122.5167,China
1057,Yenimahalle,39.9719,32.8119,Turkey
1058,Warangal,17.9689,79.5941,India
1059,Nampo,38.7333,125.4,"Korea, North"
1060,Dasmarinas,14.33,120.94,Philippines
1061,Jaboatao,-8.1803,-35.0014,Brazil
1062,Chisinau,47.0228,28.8353,Moldova
1063,Shiliguri,26.71,88.43,India
1064,Boosaaso,11.2886,49.1819,Somalia
1065,Port Moresby,-9.4789,147.1494,Papua New Guinea
1066,Latakia,35.5167,35.7833,Syria
1067,Rochester,43.168,-77.6162,United States
1068,Ribeirao Preto,-21.1783,-47.8067,Brazil
1069,Edogawa,35.7,139.8833,Japan
1070,Sao Jose dos Campos,-23.1789,-45.8869,Brazil
1071,General Santos,6.12,125.17,Philippines
1072,Hamah,35.1333,36.75,Syria
1073,Qianxi,27.0087,106.0323,China
1074,Bauchi,10.3158,9.8442,Nigeria
1075,Pendik,40.8747,29.235,Turkey
1076,Salem,11.65,78.15,India
1077,Shishi,24.7167,118.7,China
1078,Sinnuris,29.4072,30.8667,Egypt
1079,Cocody,5.35,-3.9667,Côte d’Ivoire
1080,Miluo Chengguanzhen,28.761,113.16,China
1081,Lokoja,7.8019,6.7442,Nigeria
1082,Guadalupe,25.6775,-100.2597,Mexico
1083,Gaizhou,40.4,122.35,China
1084,Karbala',32.6167,44.0333,Iraq
1085,Borvayeh-ye Al Bu `Aziz,31.6283,48.6147,Iran
1086,City of Paranaque,14.5008,120.9915,Philippines
1087,Leling,37.73,117.232,China
1088,Mamak,39.9422,32.9231,Turkey
1089,Jianshe,34.2137,113.7629,China
1090,Tolyatti,53.5089,49.4222,Russia
1091,Shizuoka,34.9756,138.3828,Japan
1092,Jingcheng,32.009,120.263,China
1093,Agege,6.6219,3.3258,Nigeria
1094,Mar del Plata,-38,-57.55,Argentina
1095,Zaragoza,41.65,-0.8833,Spain
1096,Adachi,35.7833,139.8,Japan
1097,Xinmin,41.997,122.823,China
1098,Rasht,37.2744,49.5889,Iran
1099,Shanhu,29.6,120.8167,China
1100,Zhongshu,27.7919,106.4013,China
1101,Cotonou,6.3667,2.4333,Benin
1102,Tasikmalaya,-7.3161,108.1975,Indonesia
1103,Kochi,9.9312,76.2673,India
1104,Soledad,10.9167,-74.75,Colombia
1105,Dhulia,20.8997,74.7697,India
1106,Acapulco de Juarez,16.8636,-99.8825,Mexico
1107,Gorakhpur,26.7637,83.4039,India
1108,Bahar,34.9028,48.4425,Iran
1109,Kumul,42.8193,93.5151,China
1110,Wroclaw,51.11,17.0325,Poland
1111,Murcia,37.9861,-1.1303,Spain
1112,Pinghu,30.7005,121.0104,China
1113,Guankou,30.988,103.647,China
1114,Lodz,51.7769,19.4547,Poland
1115,Guntur,16.3008,80.4428,India
1116,Bhangar,22.58,88.42,India
1117,Dayton,39.7805,-84.2003,United States
1118,Ch'ongjin,41.7833,129.7667,"Korea, North"
1119,Qionghu,28.945,112.598,China
1120,Zhaodong,46.051,125.962,China
1121,Puyang Chengguanzhen,35.7004,114.98,China
1122,Bulawayo,-20.17,28.58,Zimbabwe
1123,Huambo,-12.7767,15.7347,Angola
1124,Aracaju,-10.9167,-37.05,Brazil
1125,Bacoor,14.4624,120.9645,Philippines
1126,Wenchang,31.054,116.9507,China
1127,Rotterdam,51.92,4.48,Netherlands
1128,Tlaquepaque,20.6167,-103.3167,Mexico
1129,Villavicencio,4.15,-73.6333,Colombia
1130,Shulan,44.4059,126.9655,China
1131,Makhachkala,42.9667,47.4833,Russia
1132,Banjarmasin,-3.32,114.5925,Indonesia
1133,Narela,28.8527,77.0929,India
1134,Catia La Mar,10.6,-67.0333,Venezuela
1135,Al Hufuf,25.3833,49.5833,Saudi Arabia
1136,Jalingo,8.9,11.3667,Nigeria
1137,Sargodha,32.0836,72.6711,Pakistan
1138,Karaikandi,24.8309,92.6143,India
1139,Bouake,7.6833,-5.0167,Côte d’Ivoire
1140,Lingbao Chengguanzhen,34.5176,110.8942,China
1141,Brampton,43.6833,-79.7667,Canada
1142,Abomey-Calavi,6.4486,2.3556,Benin
1143,Durango,24.025,-104.6675,Mexico
1144,Cape Coral,26.6443,-81.9957,United States
1145,Tondo,14.617,120.967,Philippines
1146,Dayrut,27.5667,30.8167,Egypt
1147,Tlalnepantla,19.5367,-99.1947,Mexico
1148,Ansan,37.3167,126.8333,"Korea, South"
1149,Xiping,25.6005,103.8166,China
1150,Hue,16.4667,107.5792,Vietnam
1151,Sanhe,40.0167,117.0833,China
1152,San Jose del Monte,14.8139,121.0453,Philippines
1153,Ch'onan,36.81,127.1475,"Korea, South"
1154,Cuiaba,-15.5958,-56.0969,Brazil
1155,Jieshou,33.257,115.3746,China
1156,Erer Sata,9.5667,41.3833,Ethiopia
1157,Selcuklu,37.8814,32.4922,Turkey
1158,Suohe,34.7833,113.35,China
1159,Guixi,28.2925,117.2454,China
1160,Izhevsk,56.8333,53.1833,Russia
1161,Honcho,35.6946,139.9826,Japan
1162,Wuxue,29.844,115.561,China
1163,Jaboatao dos Guararapes,-8.1122,-35.0156,Brazil
1164,Yildirim,40.11,29.0821,Turkey
1165,Bhavnagar,21.76,72.15,India
1166,Jinghong,22.009,100.797,China
1167,Tengyue,25.0167,98.4833,China
1168,Mission Viejo,33.6096,-117.6551,United States
1169,Ruiming,25.886,116.027,China
1170,Qufu,35.5819,116.9862,China
1171,Sha Tin,22.3802,114.1898,Hong Kong
1172,Petaling Jaya,3.0972,101.6444,Malaysia
1173,Colorado Springs,38.8674,-104.7605,United States
1174,Noida,28.57,77.32,India
1175,Xinshi,31.1333,113.1167,China
1176,Baton Rouge,30.442,-91.1311,United States
1177,Manama,26.225,50.5775,Bahrain
1178,Las Palmas,28.1258,-15.4353,Spain
1179,Chak Forty-one,31.0167,73.85,Pakistan
1180,Jin'e,29.3394,105.2875,China
1181,Benghazi,32.1167,20.0667,Libya
1182,Chuxiong,25.033,101.5459,China
1183,Barnaul,53.3486,83.7764,Russia
1184,Palermo,38.1111,13.3517,Italy
1185,Makati City,14.5567,121.0214,Philippines
1186,Dusseldorf,51.2333,6.7833,Germany
1187,Allentown,40.5961,-75.4756,United States
1188,Xinxing,39.8667,124.15,China
1189,Tukh,30.3539,31.2007,Egypt
1190,Glasgow,55.8611,-4.25,United Kingdom
1191,Namangan,41.0011,71.6683,Uzbekistan
1192,Bazal'tove,50.6765,26.16,Ukraine
1193,Al Qatif,26.556,49.996,Saudi Arabia
1194,Bhilai,21.21,81.38,India
1195,Ulyanovsk,54.3167,48.3667,Russia
1196,Mangalore,12.8681,74.8425,India
1197,Kaihua,23.387,104.233,China
1198,Irkutsk,52.2833,104.2833,Russia
1199,Meilan,19.999,110.403,China
1200,Bazhou,39.1333,116.3833,China
1201,Ogden,41.2279,-111.9682,United States
1202,Turpan,42.9512,89.1895,China
1203,Jos,9.9167,8.8903,Nigeria
1204,Al Mansurah,31.05,31.3833,Egypt
1205,Contagem,-19.9319,-44.0539,Brazil
1206,Jambi,-1.59,103.61,Indonesia
1207,Halwan,29.8453,31.3333,Egypt
1208,Provo,40.2457,-111.6457,United States
1209,Tan An,10.905,106.6994,Vietnam
1210,Port-Bouet,5.2667,-3.9,Côte d’Ivoire
1211,Pontianak,-0.0206,109.3414,Indonesia
1212,Meihekou,42.5407,125.7107,China
1213,Jurong,31.946,119.164,China
1214,Bihta,25.5619,84.87,India
1215,Yuhuan,28.1277,121.2288,China
1216,Joinvile,-26.3204,-48.8437,Brazil
1217,Feira de Santana,-12.25,-38.95,Brazil
1218,Khabarovsk,48.4833,135.0833,Russia
1219,Leipzig,51.34,12.375,Germany
1220,Xinji,37.943,115.218,China
1221,Knoxville,35.9692,-83.9496,United States
1222,Ta`izz,13.5789,44.0219,Yemen
1223,Etimesgut,39.9458,32.6694,Turkey
1224,Changping,40.2248,116.1944,China
1225,Tallinn,59.4372,24.7453,Estonia
1226,Chimalhuacan,19.4167,-98.9,Mexico
1227,Kandahar,31.62,65.7158,Afghanistan
1228,Serang,-6.12,106.1503,Indonesia
1229,Zhangshu,28.0546,115.5462,China
1230,Grand Rapids,42.9619,-85.6562,United States
1231,Yukarikaraman,36.9167,30.6833,Turkey
1232,Gothenburg,57.7075,11.9675,Sweden
1233,Kuantan,3.8167,103.3333,Malaysia
1234,Gold Coast,-28.0167,153.4,Australia
1235,Kawaguchi,35.8077,139.7241,Japan
1236,Las Pinas City,14.45,120.98,Philippines
1237,Cuttack,20.5236,85.7881,India
1238,San Miguel de Tucuman,-26.8167,-65.2167,Argentina
1239,Ar Rayyan,25.25,51.4,Qatar
1240,Salimpur,26.3,83.9167,India
1241,Malanje,-9.5333,16.35,Angola
1242,Columbia,34.0378,-80.9036,United States
1243,Kryvyi Rih,47.91,33.39,Ukraine
1244,Djibouti,11.5883,43.145,Djibouti
1245,Zhuozhou,39.485,115.974,China
1246,Tianchang,32.6811,119.0137,China
1247,Tunis,36.8064,10.1817,Tunisia
1248,Yaroslavl,57.6167,39.85,Russia
1249,Bacolod,10.6765,122.9509,Philippines
1250,Garoua,9.3,13.4,Cameroon
1251,Bafoussam,5.4667,10.4167,Cameroon
1252,Haifa,32.8192,34.9992,Israel
1253,Raurkela,22.2492,84.8828,India
1254,Tumkur,13.34,77.1,India
1255,Balikpapan,-1.2768,116.8277,Indonesia
1256,Somolu,6.5408,3.3872,Nigeria
1257,Vladivostok,43.1333,131.9,Russia
1258,Al Hillah,23.4895,46.7564,Saudi Arabia
1259,Melikgazi,38.7167,35.5,Turkey
1260,Kagoshima,31.6,130.55,Japan
1261,Sihui,23.3265,112.7338,China
1262,Dortmund,51.5139,7.4653,Germany
1263,Irapuato,20.6667,-101.35,Mexico
1264,Al Mahallah al Kubra,30.9686,31.1636,Egypt
1265,Sialkot City,32.4925,74.5311,Pakistan
1266,Luocheng,30.99,104.25,China
1267,Albany,42.6664,-73.7987,United States
1268,Pereira,4.8143,-75.6946,Colombia
1269,Gaza,31.5069,34.456,Gaza Strip
1270,Uvira,-3.4,29.15,Congo (Kinshasa)
1271,Reynosa,26.0922,-98.2778,Mexico
1272,Zahedan,29.5025,60.8558,Iran
1273,Cimahi,-6.8712,107.5548,Indonesia
1274,Mbale,1.0806,34.175,Uganda
